X,Y,OBJECTID,ABCDMisc,ADSPermissionState,CalculatedAcres,ContainmentDateTime,ControlDateTime,CreatedOnDateTime,DailyAcres,DiscoveryAcres,DispatchCenterID,FinalFireReportApprovedByTitle,FinalFireReportApprovedByUnit,FinalFireReportApprovedDate,FireBehaviorGeneral,FireBehaviorGeneral1,FireBehaviorGeneral2,FireBehaviorGeneral3,FireCause,FireCauseGeneral,FireCauseSpecific,FireCode,FireDepartmentID,FireDiscoveryDateTime,FireMgmtComplexity,FireOutDateTime,FireStrategyConfinePercent,FireStrategyFullSuppPercent,FireStrategyMonitorPercent,FireStrategyPointZonePercent,FSJobCode,FSOverrideCode,GACC,ICS209ReportDateTime,ICS209ReportForTimePeriodFrom,ICS209ReportForTimePeriodTo,ICS209ReportStatus,IncidentManagementOrganization,IncidentName,IncidentShortDescription,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,InitialResponseAcres,InitialResponseDateTime,IrwinID,IsFireCauseInvestigated,IsFireCodeRequested,IsFSAssisted,IsMultiJurisdictional,IsQuarantined,IsReimbursable,IsTrespass,IsUnifiedCommand,IsValid,LocalIncidentIdentifier,ModifiedOnDateTime,PercentContained,PercentPerimeterToBeContained,POOCity,POOCounty,POODispatchCenterID,POOFips,POOJurisdictionalAgency,POOJurisdictionalUnit,POOJurisdictionalUnitParentUnit,POOLandownerCategory,POOLandownerKind,POOLegalDescPrincipalMeridian,POOLegalDescQtr,POOLegalDescQtrQtr,POOLegalDescRange,POOLegalDescSection,POOLegalDescTownship,POOPredictiveServiceAreaID,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,PrimaryFuelModel,SecondaryFuelModel,TotalIncidentPersonnel,UniqueFireIdentifier,WFDSSDecisionStatus,CreatedBySystem,ModifiedBySystem,CreatedOn,ModifiedOn,IsDispatchComplete,OrganizationalAssessment,StrategicDecisionPublishDate,GlobalID,ModifiedOnDateTime_dt,CreatedOnDateTime_dt
-119.5679,38.56782,186368,,ICS209,26678.8729,,,1598751039217,26759,0.1,NVSFC,,,,Minimal,Smoldering,Smoldering,Smoldering,Unknown,,,NH7R,,2020/08/30 01:02:00,Type 4 Incident,,10,90,0,0,P4,0417,GBCC,2020/10/09 23:00:00,2020/10/09 12:59:59,2020/10/09 23:00:00,F,Type 4 IC,Slink,"2 miles west of Coleville, CA",WF,FI,38.64249,-119.5275,3,,{4DE3802A-339C-4F3D-BD9A-61D55E9D2AA5},,0,1,0,0,0,0,0,1,030684,1602285669353,90,90,Coleville,Mono,NVSFC,06051,FS,NVHTF,,USFS,Federal,,,,,,,GB11,FS,NVHTF,US-CA,,,Timber (Grass and Understory),Short Grass (1 foot),8,2020-NVHTF-030684,Approved Decision,wildcad,ics209,,,,Type 3 Incident,2020/09/17 23:47:28,{C6C8A074-C1E4-47B5-9039-5F6E506A6C84},2020/10/09 23:21:09,2020/08/30 01:30:39
-122.4094444,42.2733333,187221,,DEFAULT,,,,1599255529223,325,,OR71C,,,,Minimal,Smoldering,Smoldering,Spotting,Human,,,,,2020/09/04 21:13:00,Type 3 Incident,,0,100,0,0,,,NWCC,2020/09/29 21:59:59,2020/09/29 12:59:59,2020/09/29 21:59:59,F,Type 4 IC,Grizzly Creek,16 Miles East of Ashland,WF,FI,,,,,{0CBF8F86-46BC-4E91-B470-FF8420FD0EA5},,0,,,0,,,0,1,023821,1601417529580,100,100,Ashland,Jackson,ORRVC,41029,,,,Private,Private,Willamette,SE,SW,3E,12,38S,NW04,DOF,OR711S,US-OR,,,Timber (Grass and Understory),Brush (2 feet),2,2020-OR711S-023821,No Decision,IROC,ics209,,,,,,{253B1D07-549B-456D-8301-08800C84495A},2020/09/29 22:12:09,2020/09/04 21:38:49
-110.9742,45.71985,187225,EKS9,DEFAULT,8230.9998,,,1599256787317,8224,1,MTBZC,,,,Minimal,Smoldering,Smoldering,Uphill Runs,Natural,,,NJ3G,,2020/09/04 21:01:00,Type 4 Incident,,0,100,0,0,P1,0111,NRCC,2020/10/12 15:59:59,2020/10/12 00:00:00,2020/10/12 15:59:59,U,Type 4 IC, Bridger Foothills,"Three miles northeast of Bozeman, MT.",WF,FI,45.84639,-110.9109,6,,{AF59F1DF-7FE8-444C-93F1-8387930CE5CD},,0,0,1,0,0,0,0,1,000214,1602519061563,100,100,Bozeman,Gallatin,MTBZC,30031,FS,MTCGF,,,,,,,,,,NR11,FS,MTCGF,US-MT,,,Timber (Litter and Understory),Short Grass (1 foot),10,2020-MTCGF-000214,Approved Decision,wildcad,ics209,,,,Type 4 Incident,2020/10/07 17:56:55,{C5C585B1-5291-47BC-8F2D-F2D93F48E750},2020/10/12 16:11:01,2020/09/04 21:59:47
-119.2716,37.201,187255,,ICS209,332384.1771,,,1599270300730,333350,1,CASICC,,,,Moderate,Torching,Backing,Creeping,Unknown,,,NJ3F,,2020/09/05 01:33:00,Type 1 Incident,,0,100,0,0,P5,0515,OSCC,2020/10/12 05:29:59,2020/10/12 00:59:59,2020/10/12 05:29:59,U,Type 2 Team,CREEK,"BIG CREEK, HUNTINGTON LAKE, SHAVER LAKE, MAMMOTH POOL, SAN JOAQUIN RIVER CANYON",WF,FI,37.19574,-119.2638,,,{33CBB9DC-6983-4F47-B821-9C9A6CAC381D},,0,0,0,0,1,1,0,1,001391,1602507676273,55,100,BIG CREEK,Fresno,CASICC,06019,FS,CASNF,,USFS,Federal,Mt. Diablo,,,25E,29,8S,SC02,FS,CASNF,US-CA,,,Timber (Litter and Understory),Chaparral (6 feet),1841,2020-CASNF-001391,Approved Decision,wildcad,ics209,,,,Type 1 Incident,2020/09/29 01:54:16,{0E4FD224-A071-4352-9320-3DA19571A657},2020/10/12 13:01:16,2020/09/05 01:45:00
-116.990809,34.052719,187308,,DEFAULT,22770.5534,,,1599326614387,22744,0.1,CABDCC,,,,Minimal,Smoldering,Isolated Torching,Creeping,Human,Other Human Cause,Fireworks (Consumer or Personal Use),NJ4B,,2020/09/05 17:23:29,Type 3 Incident,,0,100,0,0,,,OSCC,2020/10/11 23:00:00,2020/10/10 23:00:00,2020/10/11 23:00:00,U,Type 3 Team,EL DORADO,"City of Yucaipa, Oak Glen, Mountain Home Village, Forest Falls, Angelus Oaks",WF,FI,34.052719,-116.990809,,,{D5740F18-1E93-436E-B8C7-E68B3F405C00},,0,1,0,0,1,0,0,1,012925,1602458381510,95,100,Yucaipa,San Bernardino,CASBCC,06071,,,,Private,Private,,,,,,,SC08,CDF,CABDU,US-CA,,,Timber (Litter and Understory),Chaparral (6 feet),137,2020-CABDU-012925,Approved Decision,cfcad,ics209,,,,Type 3 Incident,2020/09/29 15:18:26,{26C2B384-84B4-476A-817C-29F89C59DD4B},2020/10/11 23:19:41,2020/09/05 17:23:34
-106.7956,40.62834,187484,,ICS209,17836.8167,,,1599401978953,17832,1,COCRC,,,,Moderate,Torching,Backing,Flanking,Natural,,,NKQ1,,2020/09/06 14:13:00,Type 3 Incident,,0,100,0,0,P2,0206,RMCC,2020/10/11 23:00:00,2020/10/10 22:30:00,2020/10/11 23:00:00,U,Type 3 IC,MIDDLE FORK,"10 miles N of Steamboat Springs, CO",WF,FI,40.62828,-106.7955,0.1,,{D6E15E54-7172-48AA-8958-D67872B33CE8},,0,1,0,0,0,0,0,1,000353,1602457701333,0,100,,Routt,COCRC,08107,FS,WYMRF,,,,,,,,,,RM21,FS,WYMRF,US-CO,,,Timber (Litter and Understory),,161,2020-WYMRF-000353,Approved Decision,wildcad,ics209,,,,Type 3 Incident,2020/10/09 20:29:05,{1FF6AD2A-4A0C-45A1-B73E-6906A68F0DF1},2020/10/11 23:08:21,2020/09/06 14:19:38
-117.9591,34.24812,187541,,ICS209,114766.3219,,,1599421167187,115796,1,CAANCC,,,,Minimal,Smoldering,Creeping,Creeping,Unknown,,,NJ7S,,2020/09/06 19:21:00,Type 3 Incident,,0,100,0,0,,,OSCC,2020/10/12 00:00:00,2020/10/11 00:00:00,2020/10/12 00:00:00,U,Type 3 Team,BOBCAT,West Fork of San Gabriel Cyn at Cogswell Dam,WF,FI,34.26779,-118.1412,,,{56C3E0AE-98EF-4433-863D-23A5DFF3D0C2},,0,0,0,0,0,1,0,1,003687,1602468589960,92,100,Azusa,Los Angeles,CAANCC,06037,FS,CAANF,,USFS,Federal,,,,,,,SC09,FS,CAANF,US-CA,,,Chaparral (6 feet),Brush (2 feet),300,2020-CAANF-003687,Approved Decision,wildcad,wfdss,,,,Type 3 Incident,2020/10/12 02:09:46,{6EA16CD2-8378-42DF-8129-A888BAB071B7},2020/10/12 02:09:49,2020/09/06 19:39:27
-111.779,39.93688,187550,,ICS209,5789.6983,,,1599423855297,5832,1,UTNUC,,,,Minimal,Smoldering,Creeping,Single Tree Torching,Human,,,NJ7E,,2020/09/06 19:47:59,Type 4 Incident,,51,49,0,0,PN,1502,GBCC,2020/10/11 21:59:59,2020/10/11 00:00:00,2020/10/11 21:59:59,U,Type 4 IC,William,2 miles South of Santaquin Utah.,WF,FI,39.9202,-111.7582,,,{9BCA0CF7-D8AF-4F98-B51B-A9763FDF27B2},,0,1,0,0,0,0,0,1,000891,1602454534743,96,49,Santaquin City,Utah,UTNUC,49049,FS,,,Private,Private,Salt Lake,NW,,1E,24,10S,GB26,DFF,UTNWS,US-UT,,,Brush (2 feet),Timber (Litter and Understory),2,2020-UTNWS-000891,Approved Decision,wildcad,ics209,,,,Type 3 Incident,2020/09/22 19:13:02,{367AA2DF-F90D-46FD-88E5-48B18376E510},2020/10/11 22:15:34,2020/09/06 20:24:15
-122.9983,40.20181,187617,NH5X,ICS209,,,,1599435886303,339990,1,CARICC,,,,Active,Short Crown Runs,Uphill Runs,Short-range Spotting,Natural,,,NKS6,,2020/08/29 18:55:54,Type 1 Incident,,15,50,15,20,PN,1502,ONCC,2020/09/10 15:45:00,2020/09/10 00:59:59,2020/09/10 15:45:00,F,Type 1 Team,SHF ELKHORN,"Trinity, Tehama and Humboldt counties",WF,FI,40.14235,-123.0594,,,{76FB2AF8-B3F9-4486-ADB4-C4D9C2114201},,0,0,0,0,0,0,0,1,001358,1602509257740,60,100,Ruth,Trinity,CARICC,06105,FS,CASHF,,USFS,Federal,,,,,,,NC04,FS,CASHF,US-CA,,,Timber (Grass and Understory),Brush (2 feet),327,2020-CASHF-001358,No Decision,wildcad,ics209,,,,,,{D754E157-D351-4322-8A0B-4BF88CD1207E},2020/10/12 13:27:37,2020/09/06 23:44:46
-115.1728,43.54063,187672,,DEFAULT,3999.0359,,,1599452989790,3999,1,IDBDC,,,,Minimal,Creeping,Smoldering,Smoldering,Human,Other Human Cause,,NJ80,,2020/09/07 01:22:59,Type 4 Incident,,39,61,0,0,P4,0402,GBCC,2020/10/08 23:00:00,2020/10/08 20:00:00,2020/10/08 23:00:00,U,Type 4 IC,GROUSE,"35 MILES NNE OF GLENNS FERRY, ID",WF,FI,43.54232,-115.2226,,2020/09/07 01:31:00,{7912B661-F280-4478-8C71-B35E5EAE0BBC},,0,1,0,0,0,0,0,1,000777,1602198398860,55,61,,Elmore,IDBDC,16039,FS,IDBOF,,USFS,Federal,,,,,,,GB04,FS,IDBOF,US-ID,Timber,TL8,Timber (Grass and Understory),Brush (2 feet),13,2020-IDBOF-000777,Approved Decision,wildcad,ics209,,,,Type 3 Incident,2020/09/10 00:59:43,{9369B301-749E-450F-9133-7490DF153091},2020/10/08 23:06:38,2020/09/07 04:29:49
-115.597633,45.538283,187694,,DEFAULT,,,,1599487555380,10,0.1,IDGVC,,,,Minimal,Smoldering,Creeping,Smoldering,Natural,,,NK8E,,2020/09/06 16:46:03,Type 5 Incident,,0,0,100,0,,,NRCC,2020/10/08 15:59:59,2020/10/01 17:00:00,2020/10/08 15:59:59,U,Type 5 IC,Fawn Lake,"6 Miles west of Dixie, ID.",WF,FI,45.538283,-115.597633,,,{E91080DD-6639-49D6-BD6D-5FE9097A3D46},,0,0,0,0,0,0,0,1,000689,1602174471930,1,0,,Idaho,IDGVC,16049,FS,IDNCF,,USFS,Federal,,,,,,,NR06,FS,IDNCF,US-ID,,,Timber (Litter and Understory),Timber (Grass and Understory),,2020-IDNCF-000689,Approved Decision,wildcad,ics209,,,,Type 4 Incident,2020/09/09 21:04:56,{28C6A730-3B1B-4C99-8275-10BA7F2C55AB},2020/10/08 16:27:51,2020/09/07 14:05:55
-117.4273,47.28209,187773,,DEFAULT,9964.8905,,,1599507050520,15269.2,1,WANEC,,,,Minimal,Smoldering,Creeping,Creeping,Unknown,,,NKA9,,2020/09/07 18:59:00,Type 3 Incident,,0,100,0,0,PN,1502,NWCC,2020/09/16 00:59:59,2020/09/14 12:59:59,2020/09/16 00:59:59,F,Type 3 Team,BABB,This fire is located 30 miles north west of Colfax WA.,WF,FI,47.28209,-117.4274,150,,{C51C8112-0EC7-4143-AD18-2185D1D6B730},,0,1,0,0,0,0,0,1,002151,1601405566230,90,100,Malden,Spokane,WANEC,53063,,,,Private,Private,,,,,,,NW10,DNR,WANES,US-WA,,,Tall Grass (2.5 feet),Brush (2 feet),110,2020-WANES-002151,No Decision,wildcad,wildcad,,,,,,{4B778768-1A7D-422B-8D08-1010A1763057},2020/09/29 18:52:46,2020/09/07 19:30:50
-116.8768,44.75609,187813,,DEFAULT,96298.6295,,,1599513958977,96614,75,IDPAC,,,,Minimal,Smoldering,Creeping,Smoldering,Human,,,NKD1,,2020/09/07 20:34:00,Type 4 Incident,,0,100,0,0,P4,0412,GBCC,2020/10/11 21:59:59,2020/10/10 23:00:00,2020/10/11 21:59:59,U,Type 4 IC,Woodhead,"3 miles northwest of Cambridge, Idaho",WF,FI,44.78003,-116.906,75,,{7C834301-085A-492D-B38E-45737DB5E0C8},,0,1,0,0,1,1,0,1,000570,1602456593353,70,100,Cambridge,Washington,IDPAC,16087,DL,IDPAS,,,,,,,,,,GB01,FS,IDPAF,US-ID,,,Short Grass (1 foot),Brush (2 feet),86,2020-IDPAF-000570,Approved Decision,wildcad,ics209,,,,Type 2 Incident,2020/09/27 18:21:40,{B1502D23-0C6C-4221-A505-60E679D61F65},2020/10/11 22:49:53,2020/09/07 21:25:58
-118.266,48.178,187863,,ICS209,9957.2065,,,1599519267513,5000,10,WACAC,,,,,,,,Unknown,,,NKF0,,2020/09/07 17:12:00,,,,,,,,,NWCC,,,,,,Kewa Field,,WF,FI,48.27008,-118.2338,11038,,{BBAEA877-75C5-4C9D-82A0-1723ECDF5F8F},,0,1,0,0,0,0,0,1,200135,1602362119287,0,0,,Ferry,WACAC,53019,BIA,WACOA,,BIA,Federal,,,,,,,NW09,BIA,WACOA,US-WA,,,,,,2020-WACOA-200135,No Decision,wildcad,wildcad,,,,,,{C32E1980-506B-460E-A7E8-368050714157},2020/10/10 20:35:19,2020/09/07 22:54:27
-118.6275,48.88641,187873,,DEFAULT,2273.3445,,,1599519621950,2208,1,WANEC,,,,Minimal,Smoldering,Creeping,Backing,Human,,,NKL1,,2020/09/07 22:06:59,Type 4 Incident,,0,100,0,0,PN,1502,NWCC,2020/09/16 23:00:00,2020/09/15 21:59:59,2020/09/16 23:00:00,F,Type 4 IC,CUSTOMS ROAD,.5 Mile NW of Curlew,WF,FI,48.88628,-118.6216,50,,{A5A83551-93BA-497B-85B9-7F23D8E93052},,0,1,1,0,0,0,0,1,002167,1602090937417,100,100,,Ferry,WANEC,53019,,,,Private,Private,,,,,,,NW09,DNR,WANES,US-WA,,,Timber (Litter and Understory),Brush (2 feet),31,2020-WANES-002167,Approved Decision,wildcad,wildcad,,,,Type 3 Incident,2020/09/09 20:30:28,{4EF89AF6-7B51-43D6-985B-EEED36CAFBA7},2020/10/07 17:15:37,2020/09/07 23:00:21
-118.2627,48.25435,187933,,ICS209,,,,1599524670213,19399,1,WACAC,,,,Minimal,Creeping,Smoldering,Isolated Torching,Unknown,,,NKG4,,2020/09/08 00:19:35,Type 3 Incident,,0,100,0,0,,1502,NWCC,2020/09/28 00:59:59,2020/09/27 00:59:59,2020/09/28 00:59:59,F,Type 3 Team,Inchelium Complex,"1 mi north of Inchelium,  3 mi west of Inchelium and 20 miles south of Inchelium",CX,FI,48.25435,-118.2627,,,{02BAEB0A-9B04-404D-ADAF-CAD6202B5503},,0,1,0,0,0,0,0,1,200136,1601930748980,100,100,Inchelium,Ferry,WACAC,53019,BIA,WACOA,,,,,,,,,,NW09,BIA,WACOA,US-WA,,,Brush (2 feet),Timber (Litter and Understory),176,2020-WACOA-200136,No Decision,wildcad,ics209,,,,,,{8DB1A2D0-1ED8-4EAD-98EC-6A7B1DDEDA29},2020/10/05 20:45:48,2020/09/08 00:24:30
-122.2311,44.17197,188002,,ICS209,174404.7246,,,1599535694887,173393,0.1,OREIC,,,,Minimal,Creeping,Smoldering,Backing,Unknown,,,NKJ7,,2020/09/08 03:17:00,Type 1 Incident,,0,100,0,0,P6,0618,NWCC,2020/10/12 01:30:00,2020/10/11 02:00:00,2020/10/12 01:30:00,U,Type 1 Team,Holiday Farm,"Along Highway 126 west of McKenzie Bridge to Vida, Oregon",WF,FI,44.17084,-122.232,0.1,,{D0D17250-64E5-4961-A1DC-42986547C3FF},,0,0,1,0,0,1,0,1,200430,1602510193207,96,100,,Lane,OREIC,41039,FS,ORWIF,,USFS,Federal,,,,,,,NW03,FS,ORWIF,US-OR,,,Timber (Litter and Understory),Timber (Grass and Understory),114,2020-ORWIF-200430,Approved Decision,wildcad,ics209,,,,Type 1 Incident,2020/09/11 03:01:30,{8C032AC3-CF25-4A69-87CA-D02D2A11D9BA},2020/10/12 13:43:13,2020/09/08 03:28:14
-123.353584,41.858026,188054,,ICS209,164432.601,,,1599574301280,156417,0.1,CAYICC,,,,Minimal,Creeping,Smoldering,Isolated Torching,Unknown,,,NKM3,,2020/09/08 13:43:51,Type 2 Incident,,0,100,0,0,,,ONCC,2020/10/11 22:15:00,2020/10/11 00:59:59,2020/10/11 22:15:00,U,Type 2 Team,SLATER,Community of Happy Camp and surrounding area,WF,FI,41.858026,-123.353584,,,{24CDAB5C-7832-4546-BD05-15CC702A0326},,0,1,0,0,1,0,0,1,007035,1602460071847,75,100,Happy Camp,Siskiyou,CAYICC,06093,FS,CAKNF,,USFS,Federal,Humboldt,,,07E,13,17N,NC04,FS,CAKNF,US-CA,,,Timber (Litter and Understory),Brush (2 feet),907,2020-CAKNF-007035,Approved Decision,cfcad,ics209,,,,Type 2 Incident,2020/09/30 16:34:31,{FD07F192-6274-484F-BFD7-AF1CD6E39A36},2020/10/11 23:47:51,2020/09/08 14:11:41
-116.5082,47.9418,188078,,ICS209,1376.0405,,,1599577592343,1405,3,IDCDC,,,,Minimal,Smoldering,Smoldering,Smoldering,Human,,,NKL4,,2020/09/08 01:06:59,Type 4 Incident,,20,80,0,0,P1,0104,NRCC,2020/10/08 21:00:00,2020/10/02 00:00:00,2020/10/08 21:00:00,U,Type 4 IC,Bernard,"Fire is burning on south shore of Lake Pend Oreille 2 miles west of Lakeview, ID",WF,FI,47.97381,-116.4514,188,,{D948EB13-52AB-462A-8DE2-979908772717},,0,1,0,0,0,0,0,1,000533,1602194350360,80,80,,Kootenai,IDCDC,16055,FS,IDIPF,,Private,Private,,,,,,,NR01,FS,IDIPF,US-ID,,,Timber (Litter and Understory),Brush (2 feet),7,2020-IDIPF-000533,Approved Decision,wildcad,ics209,,,,Type 3 Incident,2020/09/21 18:52:37,{DBA4FE8A-9A33-4D9F-ADDD-6B3F374DE0E7},2020/10/08 21:59:10,2020/09/08 15:06:32
-122.7881,43.33392,188096,,ICS209,131579.3993,,,1599579595150,131542,1,ORRICC,,,,Minimal,Smoldering,Backing,Single Tree Torching,Unknown,,,NKL8,,2020/09/08 14:36:59,Type 2 Incident,,0,100,0,0,,,NWCC,2020/10/12 00:00:00,2020/10/11 00:00:00,2020/10/12 00:00:00,U,Type 2 Team,Archie Creek,Steamboat on Hwy 138 to Glide Oregon,WF,FI,43.3453,-122.806,107500,,{8D8E2A9C-3A7B-4724-8CDB-7201F413CEF8},,0,1,1,0,1,0,0,1,000436,1602461299090,95,100,Glide,Douglas,ORRICC,41019,FS,ORUPF,,USFS,Federal,Willamette,,,1W,18,26S,NW04,FS,ORUPF,US-OR,,,Timber (Litter and Understory),Brush (2 feet),261,2020-ORUPF-000436,Approved Decision,wildcad,ics209,,,,Type 2 Incident,2020/10/05 02:18:00,{3D547164-B8B0-4E09-911D-B945AE9199BF},2020/10/12 00:08:19,2020/09/08 15:39:55
-121.9799,45.92707,188170,,ICS209,24996.3134,,,1599583968537,24995,1,WACCC,,,,Minimal,Smoldering,Creeping,Backing,Unknown,,,NKP0,,2020/09/08 14:02:00,Type 4 Incident,,25,25,40,10,P6,0603,NWCC,2020/10/10 23:29:59,2020/10/02 02:00:00,2020/10/10 23:29:59,U,Type 4 IC,BIG HOLLOW,15 miles NW of Carson Washington and 7 miles SE of Cougar Washington.,WF,FI,45.92984,-121.9798,10,,{00B3EDB2-87A4-4D0A-A834-4E1012BF9693},,0,0,0,0,0,0,0,1,000864,1602373704570,70,75,Carson,Skamania,WACCC,53059,FS,WAGPF,,USFS,Federal,,,,,,,NW02,FS,WAGPF,US-WA,,,Timber (Litter and Understory),Closed Timber Litter,11,2020-WAGPF-000864,Approved Decision,wildcad,ics209,,,,Type 4 Incident,2020/10/02 00:33:00,{7A752E1B-C28C-467E-9943-80E67A225A6D},2020/10/10 23:48:24,2020/09/08 16:52:48
-122.0623,45.04908,188171,,ICS209,138152.5538,,,1599583946103,138054,1,WACCC,,,,Minimal,Backing,Creeping,Smoldering,Unknown,,,NKP2,,2020/09/08 08:54:00,Type 1 Incident,,0,100,0,0,P6,0606,NWCC,2020/10/12 00:30:00,2020/10/10 23:45:00,2020/10/12 00:30:00,U,Type 2 Team,RIVERSIDE,"1/2 Mile SE of Estacada, OR.",WF,FI,45.03282,-122.0583,10,,{1AA854A7-3969-4969-9413-950CF0C2DFB6},,0,0,0,0,0,0,0,1,000859,1602462982703,61,100,Estacada,Clackamas,WACCC,41005,FS,ORMHF,,USFS,Federal,Willamette,SW,NE,6E,15,6S,NW03,FS,ORMHF,US-OR,,,Closed Timber Litter,Medium Logging Slash,169,2020-ORMHF-000859,Approved Decision,wildcad,ics209,,,,Type 2 Incident,2020/10/09 18:44:15,{65A75AB9-2237-41C9-81E8-B4E858BA99FD},2020/10/12 00:36:22,2020/09/08 16:52:26
-122.0698,43.16034,188193,,ICS209,9951.8663,,,1599586240360,9975,1,ORRICC,,,,Minimal,Smoldering,Backing,Smoldering,Unknown,,,NKN6,,2020/09/08 15:30:00,Type 2 Incident,,0,20,0,80,,,NWCC,2020/10/12 00:00:00,2020/10/11 00:00:00,2020/10/12 00:00:00,U,Type 2 Team,Thielsen,5 miles north of Crater Lake National Park- within 1 mile of Diamond Lake Resort,WF,FI,43.16136,-122.0717,5100,,{C8AD0C86-8BBA-4259-B993-A07DB688C3E1},,0,0,0,0,0,0,0,1,000441,1602461170330,75,52,Glide OR,Douglas,ORRICC,41019,FS,ORUPF,,USFS,Federal,Willamette,NE,NW,5.5e,32,28s,NW04,FS,ORUPF,US-OR,,,Timber (Litter and Understory),Timber (Grass and Understory),87,2020-ORUPF-000441,Approved Decision,wildcad,ics209,,,,Type 2 Incident,2020/10/11 16:30:22,{B47C4A91-21DD-4EC9-B7E2-640D836F34C7},2020/10/12 00:06:10,2020/09/08 17:30:40
-120.394142,38.990211,188207,,DEFAULT,1668.4829,,,1599590537633,1667,0.1,CACICC,,,,Minimal,Smoldering,Smoldering,Backing,Unknown,,,NKP7,,2020/09/08 18:15:20,Type 4 Incident,,0,100,0,0,,,ONCC,2020/10/11 23:00:00,2020/10/10 18:00:00,2020/10/11 23:00:00,U,Type 4 IC,FORK,"Crystal Basin/Gerle Creek, 15 Miles NE of Pollock Pines",WF,FI,38.990211,-120.394142,,,{D1A5A79C-0354-4C70-83EA-9A0F37488850},,0,0,0,0,0,1,0,1,027219,1602457392867,70,100,,El Dorado,CACICC,06017,FS,CAENF,,USFS,Federal,,,,,,,NC07,FS,CAENF,US-CA,,,Timber (Litter and Understory),Medium Logging Slash,16,2020-CAENF-027219,Approved Decision,cfcad,ics209,,,,Type 3 Incident,2020/09/25 01:05:53,{8DC7548D-C7B1-470B-967F-D6CE4AAE8735},2020/10/11 23:03:12,2020/09/08 18:42:17
-116.0887,48.39699,188319,,DEFAULT,1252.9208,,,1599600291023,1276,1,MTKDC,,,,Minimal,Smoldering,Smoldering,Single Tree Torching,Human,,,NKT3,,2020/09/08 20:42:59,Type 4 Incident,,70,0,20,10,,,NRCC,2020/10/08 21:00:00,2020/10/01 21:59:59,2020/10/08 21:00:00,U,Type 4 IC,Callahan,"9 miles southwest of Troy, MT",WF,FI,48.41666,-116.1,10,,{F3F952C6-B0F0-4655-80C2-A8DCEDD58545},,0,0,0,0,0,1,0,1,000233,1602194170037,90,0,,Bonner,MTKDC,16017,FS,MTKNF,,USFS,Federal,,,,,,,NR02,FS,MTKNF,US-ID,,,Timber (Litter and Understory),Brush (2 feet),13,2020-MTKNF-000233,Approved Decision,wildcad,ics209,,,,Type 4 Incident,2020/10/07 20:09:52,{9373D184-9854-403B-A0E2-848979E5B2C8},2020/10/08 21:56:10,2020/09/08 21:24:51
-122.6833333,42.4672222,188383,,DEFAULT,32832.7754,,,1599605065170,32671,,OR71C,,,,Minimal,Smoldering,Creeping,Short-range Spotting,Unknown,,,NKT7,,2020/09/08 20:58:59,Type 3 Incident,,0,100,0,0,,,NWCC,2020/10/03 21:00:00,2020/10/03 06:59:59,2020/10/03 21:00:00,F,Type 3 Team,S. Obenchain,"5 miles east of Eagle Point, OR.",WF,FI,,,,,{2BF5EC75-EC94-42C1-B7DE-9D2CE3242747},,0,1,0,0,0,0,0,1,026621,1601760923923,100,100,Eagle Point,Jackson,ORRVC,41029,,,,Private,Private,,,,,,,NW04,DOF,OR711S,US-OR,,,Timber (Litter and Understory),Brush (2 feet),205,2020-OR711S-026621,Approved Decision,IROC,ics209,,,,Type 3 Incident,2020/09/30 22:17:57,{56A6473C-9AE4-483B-9453-860238624B12},2020/10/03 21:35:23,2020/09/08 22:44:25
-123.191167,41.9035,188653,,DEFAULT,,,,1599671573937,8849,0.1,CAYICC,,,,Minimal,Creeping,Smoldering,Isolated Torching,Unknown,,,NKX8,,2020/09/09 17:09:25,Type 2 Incident,,0,100,0,0,,,ONCC,2020/10/11 23:45:00,2020/10/11 00:59:59,2020/10/11 23:45:00,U,Type 2 Team,DEVIL,5 miles north of Seiad Valley,WF,FI,41.9035,-123.191167,,,{C99607D1-B1D4-4FE3-9B28-36C315AC4306},,0,1,0,0,1,0,0,1,007084,1602460232033,55,100,Seiad,Siskiyou,CAYICC,06093,FS,CAKNF,,USFS,Federal,,,,,,,NC04,FS,CAKNF,US-CA,,,Timber (Grass and Understory),Timber (Litter and Understory),21,2020-CAKNF-007084,No Decision,cfcad,ics209,,,,,,{EFC8E044-7CEA-4F00-A755-650614CFFB58},2020/10/11 23:50:32,2020/09/09 17:12:53
