X,Y,OBJECTID,ABCDMisc,ADSPermissionState,CalculatedAcres,ContainmentDateTime,ControlDateTime,CreatedOnDateTime,DailyAcres,DiscoveryAcres,DispatchCenterID,FinalFireReportApprovedByTitle,FinalFireReportApprovedByUnit,FinalFireReportApprovedDate,FireBehaviorGeneral,FireBehaviorGeneral1,FireBehaviorGeneral2,FireBehaviorGeneral3,FireCause,FireCauseGeneral,FireCauseSpecific,FireCode,FireDepartmentID,FireDiscoveryDateTime,FireMgmtComplexity,FireOutDateTime,FireStrategyConfinePercent,FireStrategyFullSuppPercent,FireStrategyMonitorPercent,FireStrategyPointZonePercent,FSJobCode,FSOverrideCode,GACC,ICS209ReportDateTime,ICS209ReportForTimePeriodFrom,ICS209ReportForTimePeriodTo,ICS209ReportStatus,IncidentManagementOrganization,IncidentName,IncidentShortDescription,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,InitialResponseAcres,InitialResponseDateTime,IrwinID,IsFireCauseInvestigated,IsFireCodeRequested,IsFSAssisted,IsMultiJurisdictional,IsQuarantined,IsReimbursable,IsTrespass,IsUnifiedCommand,IsValid,LocalIncidentIdentifier,ModifiedOnDateTime,PercentContained,PercentPerimeterToBeContained,POOCity,POOCounty,POODispatchCenterID,POOFips,POOJurisdictionalAgency,POOJurisdictionalUnit,POOJurisdictionalUnitParentUnit,POOLandownerCategory,POOLandownerKind,POOLegalDescPrincipalMeridian,POOLegalDescQtr,POOLegalDescQtrQtr,POOLegalDescRange,POOLegalDescSection,POOLegalDescTownship,POOPredictiveServiceAreaID,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,PrimaryFuelModel,SecondaryFuelModel,TotalIncidentPersonnel,UniqueFireIdentifier,WFDSSDecisionStatus,CreatedBySystem,ModifiedBySystem,CreatedOn,ModifiedOn,IsDispatchComplete,OrganizationalAssessment,StrategicDecisionPublishDate,GlobalID,ModifiedOnDateTime_dt,CreatedOnDateTime_dt
-119.0253,37.14127,188823,,ICS209,874.6665,,,1599771492330,1185,1,CASICC,,,,Minimal,Creeping,Backing,Smoldering,Unknown,,,NK2E,,2020/09/08 22:09:00,Type 4 Incident,,50,50,0,0,P5,0515,OSCC,2020/10/12 00:00:00,2020/10/11 00:00:00,2020/10/12 00:00:00,U,Type 4 IC,BULLFROG,Dinkey Lakes Wilderness,WF,FI,37.14127,-119.0253,,,{0DF1645C-5A67-4734-89A6-172330D04945},,0,0,0,0,0,1,0,1,001402,1602463908540,60,100,N/A,Fresno,CASICC,06019,FS,CASNF,,USFS,Federal,Mt. Diablo,SE,SE,9S,16,27E,SC02,FS,CASNF,US-CA,,,Timber (Litter and Understory),Brush (2 feet),26,2020-CASNF-001402,Approved Decision,wildcad,ics209,,,,Type 4 Incident,2020/09/24 15:16:02,{18AB407A-8388-4130-846A-0035B4CCDDDD},2020/10/12 00:51:48,2020/09/10 20:58:12
-123.197407,39.823643,188835,,DEFAULT,,,,1599775140130,140522,0.1,CAMECC,,,,Minimal,Backing,Creeping,Smoldering,Unknown,,,NK37,,2020/09/10 21:58:57,Type 1 Incident,,0,100,0,0,PN,0508,ONCC,2020/10/12 12:14:59,2020/10/12 00:59:59,2020/10/12 12:14:59,U,Type 1 Team,AUGUST COMPLEX WEST ZONE,"Mendocino, Trinity and Humboldt counties",WF,FI,39.823643,-123.197407,,,{CEA68928-F1B0-4F06-B192-71194BC398DE},,0,1,1,0,1,0,0,1,010843,1602506029653,80,100,Ukiah,Mendocino,CAMECC,06045,BIA,CACCA,,BIA,Federal,,,,,,,NC02,,CAMEU,US-CA,,,Timber (Grass and Understory),Chaparral (6 feet),1851,2020-CAMEU-010843,No Decision,cfcad,ics209,,,,,,{711735C4-4E69-453C-8EA0-C7EDC063914D},2020/10/12 12:33:49,2020/09/10 21:59:00
-111.8044,44.8138,189080,,DEFAULT,251.3342,,,1599935215150,330,0.5,MTDDC,,,,Minimal,,,,Unknown,,,NK67,,2020/09/12 16:49:00,Type 4 Incident,,0,0,0,100,P1,0102,NRCC,2020/10/08 21:59:59,2020/10/08 12:45:00,2020/10/08 21:59:59,U,Type 4 IC,Lobo Mesa,Between Cascade Mountian and Lobo Mesa. 6 miles south of Black Butte,WF,FI,44.83306,-111.7928,330,,{8F2AA8AA-2107-4750-97FA-09694DD7B3FB},,0,1,0,0,0,0,0,1,006672,1602196607817,0,0,Ennis,Madison,MTDDC,30057,FS,MTBDF,,USFS,Federal,,,,,,,NR09,FS,MTBDF,US-MT,,,Timber (Grass and Understory),Timber (Litter and Understory),,2020-MTBDF-006672,Approved Decision,wildcad,ics209,,,,Type 4 Incident,2020/09/16 16:16:17,{79EBD3C8-9D6D-4389-BE70-E62889C1D171},2020/10/08 22:36:47,2020/09/12 18:26:55
-114.169,42.09143,189134,,DEFAULT,89847.6011,,,1599957128600,90143,1,IDSCC,,,,Minimal,Creeping,Smoldering,Group Torching,Unknown,,,NK7A,,2020/09/12 23:19:00,Type 3 Incident,,0,100,0,0,P4,0414,GBCC,2020/10/12 00:59:59,2020/10/10 23:45:00,2020/10/12 00:59:59,F,Type 3 Team,Badger,"20 miles southwest of Oakley, Idaho",WF,FI,42.09776,-114.1732,4,,{4A4C88E1-1FBD-4785-A634-9F8E722E71DB},,0,1,0,0,0,0,0,1,000351,1602527632817,100,100,,Cassia,IDSCC,16031,FS,IDSTF,,USFS,Federal,Boise,NE,SE,19E,25,15S,GB07,FS,IDSTF,US-ID,,,Timber (Litter and Understory),Heavy Logging Slash,13,2020-IDSTF-000351,Approved Decision,wildcad,wildcad,,,,Type 3 Incident,2020/10/01 18:18:17,{E4479F63-109C-4107-91E5-ECA56ADFF450},2020/10/12 18:33:52,2020/09/13 00:32:08
-115.1003,44.31202,189284,,DEFAULT,1995.1119,,,1600112751257,2627,1,IDSCC,,,,Active,Short-range Spotting,Single Tree Torching,Creeping,Unknown,,,NK9M,,2020/09/14 18:45:00,Type 4 Incident,,20,41,39,0,P4,0414,GBCC,2020/10/08 23:29:59,2020/10/08 00:00:00,2020/10/08 23:29:59,U,Type 4 IC,Trap,"9 miles NW of Stanley, ID",WF,FI,44.31963,-115.0942,0.3,,{E0AFC61B-A4CC-4310-9FE8-30A3DCA153E9},,0,1,0,0,0,0,0,1,000353,1602527984293,50,41,"Stanley, ID",Custer,IDSCC,16037,FS,IDSTF,,USFS,Federal,Boise,,,11,6,12,GB05,FS,IDSTF,US-ID,,,Timber (Grass and Understory),Short Grass (1 foot),23,2020-IDSTF-000353,Approved Decision,wildcad,wildcad,,,,Type 3 Incident,2020/09/18 23:42:58,{7C191C50-9707-428D-87E6-FBC3D7260BF2},2020/10/12 18:39:44,2020/09/14 19:45:51
-108.9864,46.46266,189314,,DEFAULT,,,,1600125316963,814,0.1,MTGDC,,,,,,,,Unknown,,,,,2020/09/14 21:31:21,,,,,,,,,NRCC,,,,,,Middle Road MA,,WF,FI,46.89632,-110.8414,1000,,{FA7BDAF3-F44A-4C1A-8808-26FC741632FA},,0,0,0,0,0,0,,1,005108,1601421749520,,,,Golden Valley,MTBDC,30037,,,,Private,Private,,,,,,,NR13,C&L,MTLG53,US-MT,,,,,,2020-MTLG53-005108,No Decision,wildcad,wildcad,,,,,,{231C50CA-53D4-4C90-BD75-DE12107A46B5},2020/09/29 23:22:29,2020/09/14 23:15:16
-122.84655,41.2118,189333,,DEFAULT,2174.3976,,,1600137485530,2188,0.1,CAYICC,,,,Minimal,Creeping,Smoldering,Backing,Unknown,,,NLA2,,2020/09/14 23:28:11,Type 3 Incident,,0,100,0,0,,,ONCC,2020/09/30 00:00:00,2020/09/29 00:30:00,2020/09/30 00:00:00,F,Type 3 IC,FOX,"South of Fox Creek Lake - 3 miles west of Callahan, CA",WF,FI,41.2118,-122.84655,,,{C0DD9C3E-2CC6-486F-BA0B-2384310B0DF0},,0,0,0,0,1,1,0,1,007241,1601424951850,100,100,Callahan,Siskiyou,CAYICC,06093,FS,CAKNF,,USFS,Federal,Mt. Diablo,,,9W,25,39N,NC04,FS,CAKNF,US-CA,,,Timber (Litter and Understory),Brush (2 feet),78,2020-CAKNF-007241,Approved Decision,cfcad,ics209,,,,Type 2 Incident,2020/09/16 21:28:26,{B4CE882F-B903-4455-BBA5-CDFCD05C5472},2020/09/30 00:15:51,2020/09/15 02:38:05
-121.2981,46.64774,189338,,DEFAULT,,,,1600148269240,564,5,WACWC,,,,Minimal,Smoldering,Smoldering,Smoldering,Unknown,,,NLA5,,2020/09/15 03:30:00,Type 3 Incident,,0,100,0,0,P6,0617,NWCC,2020/09/29 21:30:00,2020/09/28 21:59:59,2020/09/29 21:30:00,U,Type 3 Team,COLD CREEK,5 miles east of White Pass on Hwy 12,WF,FI,46.63214,-121.2926,,,{EBF4FBA5-52A5-407F-A26D-A8D44B718B48},,0,1,0,0,0,0,0,1,000639,1601417016007,88,100,Naches,Yakima,WACWC,53077,FS,WAOWF,,USFS,Federal,,,,,,,NW05,FS,WAOWF,US-WA,,,Timber (Grass and Understory),Hardwood Litter,122,2020-WAOWF-000639,Approved Decision,wildcad,ics209,,,,Type 2 Incident,2020/09/20 22:40:19,{F9DFD617-D019-434D-BD37-F9DF05F3F118},2020/09/29 22:03:36,2020/09/15 05:37:49
-117.0355,48.47348,189501,,ICS209,67.7891,,,1600282729453,120,5,IDCDC,,,,Minimal,Smoldering,Creeping,Uphill Runs,Unknown,,,NLM9,,2020/09/16 16:31:00,Type 4 Incident,,50,50,0,0,P1,0104,NRCC,2020/10/08 15:30:00,2020/10/02 00:00:00,2020/10/08 15:30:00,U,Type 4 IC,West Branch,"9 miles west of Coolin, Idaho",WF,FI,48.47778,-117.0226,75,,{16B29B7F-275F-4C0E-9E62-6E55DF78510F},,0,1,0,0,0,0,0,1,000604,1602171893140,45,50,,Pend Oreille,IDCDC,53051,FS,IDIPF,,USFS,Federal,,,,,,,NR01,FS,IDIPF,US-WA,,,Timber (Litter and Understory),,3,2020-IDIPF-000604,Approved Decision,wildcad,ics209,,,,Type 4 Incident,2020/10/01 20:37:58,{0AE03791-4BC0-4F59-8BF4-FD13507604FD},2020/10/08 15:44:53,2020/09/16 18:58:49
-106.422,41.17637,189625,,ICS209,175636.5305,,,1600380664923,175535,0.1,WYCPC,,,,Moderate,Single Tree Torching,Flanking,Backing,Unknown,,,NLT1,,2020/09/17 21:04:59,Type 1 Incident,,0,100,0,0,P2,0206,RMCC,2020/10/12 00:00:00,2020/10/11 00:00:00,2020/10/12 00:00:00,U,Type 1 Team,MULLEN,38 Miles West of Laramie Wy,WF,FI,41.15304,-106.4674,25,,{6E503FE1-3983-428E-A16F-79D4357763E7},,0,1,0,0,0,0,0,1,200752,1602461765767,27,100,"Saratoga, Wy.",Carbon,WYCPC,56007,FS,WYMRF,,,,,,,,,,RM15,FS,WYMRF,US-WY,,,Timber (Litter and Understory),,1214,2020-WYMRF-200752,Approved Decision,wildcad,ics209,,,,Type 1 Incident,2020/10/10 15:47:45,{E12ADB62-E27F-4806-8FFF-505A14F9AAC5},2020/10/12 00:16:05,2020/09/17 22:11:04
-122.55,45.2,189771,,DEFAULT,,,,1600486282677,2584,,OREIC,,,,Minimal,Smoldering,Smoldering,,Unknown,,,,,2020/09/07 18:59:59,Type 2 Incident,,0,100,0,0,,,NWCC,2020/09/28 21:59:59,2020/09/28 00:59:59,2020/09/28 21:59:59,U,Type 2 Team,Clackamas County Fires,All fires are along the Highway 213 corridor.,WF,FI,,,,,{C3180E9F-A9D1-4F52-8EE9-F46069DD21F1},,0,,,0,,,0,1,ORC000008,1601332327470,98,100,Molalla,Clackamas,OREIC,41005,,,,Private,Private,,,,,,,NW02,DOF,OR581S,US-OR,,,Timber (Litter and Understory),Medium Logging Slash,81,2020-OR581S-ORC000008,No Decision,ics209,ics209,,,,,,{84084C51-918F-48A1-9527-B4378CA1183F},2020/09/28 22:32:07,2020/09/19 03:31:22
-111.7579,40.67281,190093,EL6S,ICS209,53.0709,,,1600777873113,60,0.1,UTNUC,,,,Minimal,Creeping,Smoldering,Creeping,Unknown,,,,,2020/09/22 06:27:08,Type 4 Incident,,0,90,10,0,P4,0419,GBCC,2020/10/08 23:00:00,2020/10/08 12:00:00,2020/10/08 23:00:00,U,Type 4 IC,Neffs,Approximately 5 miles east of Holladay in Neffs Canyon area.,WF,FI,40.67754,-111.7749,,,{6CE67002-5A47-4B78-938A-EB9E4E6254D8},,0,1,0,0,0,0,0,1,000982,1602202048433,80,90,,Salt Lake,UTNUC,49035,FS,UTUWF,,USFS,Federal,,,,,,,GB26,FS,UTUWF,US-UT,,,Timber (Litter and Understory),Brush (2 feet),20,2020-UTUWF-000982,Approved Decision,wildcad,ics209,,,,Type 3 Incident,2020/09/25 20:19:58,{6F8C7BB6-EF29-4FA3-8CFA-58EB62BE6218},2020/10/09 00:07:28,2020/09/22 12:31:13
-106.9835,45.77193,190227,,DEFAULT,,,,1600882574953,100,100,MTBDC,,,,,,,,Unknown,,,,,2020/09/23 17:35:46,,,,,,,,,NRCC,,,,,,Sarpy,,WF,FI,45.72827,-106.9982,,,{552F186B-1C98-4808-8DF8-79220511BF1F},,0,0,0,0,0,0,,1,201027,1602263045497,,,,Big Horn,MTBDC,30003,BLM,MTMCD,,BLM,Federal,,,,,,,NR14,C&L,MTLG22,US-MT,,,,,,2020-MTLG22-201027,No Decision,wildcad,wildcad,,,,,,{C533B52E-A8E5-4625-9B04-4B3C465E62AE},2020/10/09 17:04:05,2020/09/23 17:36:14
-121.321094,36.789963,190287,,DEFAULT,,,,1600900304823,,0.1,CABECC,,,,,,,,Unknown,,,,,2020/09/23 22:31:43,,,,,,,,,OSCC,,,,,,AIRLINE,,WF,FI,36.789963,-121.321094,,,{04623867-6D2E-4905-A370-3C2126BF88C3},,0,,,0,,,,1,004737,1602498623680,,,,San Benito,CABECC,06069,,,,Private,Private,,,,,,,SC06,CDF,CABEU,US-CA,,,,,,2020-CABEU-004737,No Decision,cfcad,cfcad,,,,,,{9381D037-A844-4C1D-8DB3-5D53753751E7},2020/10/12 10:30:23,2020/09/23 22:31:44
-111.8159,33.88522,190427,,ICS209,14204.0758,,,1601059762710,14476,0.1,AZPHC,,,,Minimal,Running,,,Unknown,,,NL85,,2020/09/25 18:17:59,Type 4 Incident,,0,50,0,50,P3,0312,SWCC,2020/10/11 21:00:00,2020/10/10 21:59:59,2020/10/11 21:00:00,U,Type 4 IC,Sears,1 miles NE of North Scottsdale AZ,WF,FI,33.87984,-111.8379,10,,{0A2BB376-060F-4A68-959A-25B146A7C1BD},,0,0,0,0,0,1,0,1,002852,1602458983787,90,100,Cave Creek,Maricopa,AZPHC,04013,FS,AZTNF,,USFS,Federal,,,,,,,SW06N,FS,AZTNF,US-AZ,,,Tall Grass (2.5 feet),Brush (2 feet),21,2020-AZTNF-002852,Approved Decision,wildcad,ics209,,,,Type 3 Incident,2020/09/26 22:56:19,{7B1572E0-D5F7-40DA-8539-8A8A15A575DD},2020/10/11 23:29:43,2020/09/25 18:49:22
-107.1517,43.12701,190448,,DEFAULT,,,,1601067895927,124.5,0.1,WYCPC,,,,,,,,Unknown,Railroad,,NL9H,,2020/09/25 19:28:00,,,,,,,PN,1502,RMCC,,,,,,CAVE GULCH,,WF,FI,41.03678,-107.5355,25,,{B2D1635C-B897-4128-8242-04E3E92DC314},,0,1,0,0,0,0,,1,200773,1601649969590,,,,Natrona,WYCPC,56025,,,,Private,Private,,,,,,,RM08,C&L,WYNAX,US-WY,Grass-Shrub,GS2,,,,2020-WYNAX-200773,No Decision,wildcad,wildcad,,,,,,{87F7C14A-FBBE-44A2-8558-F8815EEDD973},2020/10/02 14:46:09,2020/09/25 21:04:55
-114.6267,35.06934,190552,,DEFAULT,,,,1601170602600,46.775,1,NVLIC,,,,,,,,Human,Other Human Cause,,NMC4,,2020/09/27 01:02:59,,,,,,,,,GBCC,,,,,,CCFD 12 - AVI 2,,WF,FI,35.13782,-114.5865,30,,{B2CD0B4F-9714-47E8-8C3C-C4E53F0A45BD},,0,1,0,0,0,0,,1,501582,1601933392910,,,,Clark,NVLIC,32003,,,,Private,Private,,,,,,,GB24,C&L,NVCLRX,US-NV,,,,,,2020-NVCLRX-501582,No Decision,wildcad,INFORM_Inspector,,,,,,{67913257-C10D-4EFF-94F0-4DB4EB256A67},2020/10/05 21:29:52,2020/09/27 01:36:42
-122.530958,38.554308,190564,,DEFAULT,,,,1601204956020,67484,0.1,CALNCC,,,,Minimal,Smoldering,Smoldering,Smoldering,Unknown,,,NMC6,,2020/09/27 10:48:17,Type 1 Incident,,0,100,0,0,,,ONCC,2020/10/12 12:45:00,2020/10/12 00:14:59,2020/10/12 12:45:00,U,Type 1 Team,GLASS,"West of the community of Angwin, North and East of the City of Santa Rosa",WF,FI,38.554308,-122.530958,,,{441FD48B-515B-49E8-984C-515EA5D0CD49},,0,1,0,0,0,0,0,1,015947,1602507099333,95,100,Deer Park,Napa,CALNCC,06055,,,,Private,Private,,,,,,,NC02,,CALNU,US-CA,,,Tall Grass (2.5 feet),Brush (2 feet),849,2020-CALNU-015947,No Decision,cfcad,ics209,,,,,,{AB7B6B60-CDD2-4E32-8CAF-34CF786E0E67},2020/10/12 12:51:39,2020/09/27 11:09:16
-122.555629,40.526504,190615,,DEFAULT,54354.4963,,,1601243399020,56338,0.1,CARICC,,,,Minimal,Smoldering,Smoldering,Smoldering,Unknown,,,NMF7,,2020/09/27 21:49:57,Type 3 Incident,,0,100,0,0,,,ONCC,2020/10/12 00:00:00,2020/10/11 00:59:59,2020/10/12 00:00:00,U,Type 3 IC,ZOGG,5 miles west of the community of Redding near IGO.,WF,FI,40.526504,-122.555629,,,{50253DF3-A05D-4951-8D9A-E8E8658A57B5},,0,1,0,0,1,0,0,1,009978,1602462089690,99,100,IGO,Shasta,CARICC,06089,,,,Private,Private,,,,,,,NC04,,CASHU,US-CA,,,Chaparral (6 feet),Brush (2 feet),186,2020-CASHU-009978,Approved Decision,cfcad,ics209,,,,Type 2 Incident,2020/10/06 19:32:41,{67F4111F-93B4-4B62-81C5-D057ADBFC7E6},2020/10/12 00:21:29,2020/09/27 21:49:59
-118.3998,34.5569,190724,,DEFAULT,,,,1601330726813,230,230,CAANCC,,,,Minimal,,,,Unknown,Incendiary,,NMM4,,2020/09/28 21:51:00,Type 4 Incident,,0,0,100,0,,,OSCC,2020/10/10 00:00:00,2020/10/09 00:00:00,2020/10/10 00:00:00,F,Type 4 IC,MARTINDALE,34577 BOUQUET CYN RD,WF,FI,34.56246,-118.3999,,2020/09/28 21:52:00,{659B5A6A-A82D-45BF-979A-28A483CD36DB},1,0,0,0,0,0,1,0,1,003943,1602288164327,100,100,SANTA CLARITA,Los Angeles,CAANCC,06037,FS,CAANF,,USFS,Federal,,,,,,,SC09,FS,CAANF,US-CA,Brush,SH5,Chaparral (6 feet),Brush (2 feet),80,2020-CAANF-003943,No Decision,wildcad,ics209,,,,,,{6E45A30E-3183-4186-96E7-4047296489B1},2020/10/10 00:02:44,2020/09/28 22:05:26
-102.537472222,43.24775,190827,,DEFAULT,696.8607,,,1601413426927,697,50,SDGPC,,,,Minimal,Running,Creeping,,Human,Other Human Cause,,NMU3,,2020/09/29 19:19:49,Type 4 Incident,,10,90,0,0,,,RMCC,2020/10/08 21:45:00,2020/10/08 14:00:00,2020/10/08 21:45:00,U,Type 4 IC,Gibbons,"15 miles North of Pine Ridge, SD",WF,FI,,,,,{00879ED0-834D-4CE1-B21F-A6C9B56996BB},,0,,,0,,,0,1,000264,1602194846373,90,100,"Pine Ridge, SD",Oglala Lakota,SDGPC,46102,BIA,SDPRA,,BIA,Federal,,,,,,,RM55,BIA,SDPRA,US-SD,Grass,GR2,Timber (Litter and Understory),Tall Grass (2.5 feet),37,2020-SDPRA-000264,Approved Decision,INFORM_Inspector,ics209,,,,Type 3 Incident,2020/09/30 16:09:56,{49D36700-C85B-4196-9F40-772C77D46606},2020/10/08 22:07:26,2020/09/29 21:03:46
-110.5671,43.98783,190965,,ICS209,209.9066,,,1601515597827,280,100,WYTDC,,,,Minimal,Short Crown Runs,Group Torching,Single Tree Torching,Unknown,,,NM4D,,2020/10/01 00:21:59,Type 4 Incident,,25,0,0,75,,,GBCC,2020/10/08 21:59:59,2020/10/07 21:59:59,2020/10/08 21:59:59,U,Type 4 IC,Pilgrim Creek 1,"Pilgram Creek drainage, North of Moran Wyoming",WF,FI,43.93633,-110.5766,,,{A774D046-4652-4FAA-B729-016592EEF759},,0,0,0,0,0,0,0,1,002034,1602204674067,0,0,Moran,Teton,WYTDC,56039,FS,WYBTF,,USFS,Federal,,,,,,,GB10,FS,WYBTF,US-WY,,,Timber (Litter and Understory),Short Grass (1 foot),10,2020-WYBTF-002034,Approved Decision,wildcad,ics209,,,,Type 4 Incident,2020/10/03 00:47:13,{ECEEB43F-B101-4359-A617-3192EE2B330E},2020/10/09 00:51:14,2020/10/01 01:26:37
-116.4673,45.26879,191114,,ICS209,627.0359,,,1601591643477,1000,1,IDGVC,,,,Moderate,Uphill Runs,Group Torching,Short-range Spotting,Natural,,,NND2,,2020/10/01 19:57:00,Type 4 Incident,,0,0,0,100,P1,0117,NRCC,2020/10/08 21:59:59,2020/10/05 15:00:00,2020/10/08 21:59:59,U,Type 4 IC,Bryan Mountain,7 miles South West Of Pollock Idaho,WF,FI,45.23378,-116.4435,,,{B0B35520-F3D5-42E6-AD81-CF2C07B242A3},,0,1,0,0,0,0,0,1,000825,1602359678047,0,0,"Pollock, Idaho",Idaho,IDGVC,16049,FS,IDNCF,,USFS,Federal,Boise,SE,SW,1W,4,22N,GB01,FS,IDNCF,US-ID,,,Timber (Grass and Understory),,,2020-IDNCF-000825,Approved Decision,wildcad,wildcad,,,,Type 4 Incident,2020/10/04 15:39:10,{B88310AE-34F0-4FD1-809C-D24AC5CE33E5},2020/10/10 19:54:38,2020/10/01 22:34:03
-121.5756,45.1815,191143,,ICS209,17442.2417,,,1597688143963,17383,1,WACCC,,,,Minimal,Creeping,Smoldering,Isolated Torching,Natural,,,NF56,,2020/08/17 16:06:59,Type 3 Incident,,0,100,0,0,P6,0606,NWCC,2020/10/02 02:00:00,2020/10/01 14:00:00,2020/10/02 02:00:00,U,Type 3 IC,WHITE RIVER,"20 miles west of Wamic, OR.",WF,FI,45.1819,-121.5777,2,,{6101FBD6-F462-4F0B-B3DB-41586B038C12},,0,0,0,0,0,0,0,1,000681,1601605049390,87,100,"Maupin, OR",Wasco,WACCC,41065,FS,ORMHF,,USFS,Federal,Willamette,SE,NW,10E,32,4S,NW06,FS,ORMHF,US-OR,,,Timber (Grass and Understory),Closed Timber Litter,55,2020-ORMHF-000681,Approved Decision,wildcad,ics209,,,,Type 3 Incident,2020/09/14 18:39:11,{02EBF1E0-FA6E-466E-8219-633BE2CC3250},2020/10/02 02:17:29,2020/08/17 18:15:43
-100.918888889,43.199166667,191157,,DEFAULT,,,,1601641465413,149,25,SDGPC,,,,Minimal,,,,Human,Other Human Cause,Arson-Excitement,NM2W,,2020/10/02 02:00:05,Type 3 Incident,,0,100,0,0,,,RMCC,2020/10/03 20:29:59,2020/10/02 23:00:00,2020/10/03 20:29:59,F,Type 3 Team,Puzzle,Drainage to the west of 2 Strike which is around 5 Miles south of Rosebud SD.,WF,FI,,,,2020/10/02 02:15:00,{E9ECEC91-9402-4D82-B5B1-A9F4BE8E0863},,0,,,0,,,0,1,000191,1601762618463,100,100,Two Strike,Todd,SDGPC,46121,BIA,SDRBA,,BIA,Federal,,,,,,,RM56,BIA,SDRBA,US-SD,Timber,TL8,Timber (Litter and Understory),,20,2020-SDRBA-000191,No Decision,INFORM_Inspector,ics209,,,,,,{74B4082D-F79C-473D-94A6-5DFC2F3E110F},2020/10/03 22:03:38,2020/10/02 12:24:25
-110.5635,46.89993,191325,,ICS209,4503.1841,,,1601765046790,4483,100,MTGDC,,,,Moderate,Single Tree Torching,Group Torching,Spotting,Unknown,,,NM40,,2020/10/03 19:21:59,Type 3 Incident,,0,100,0,0,P1,0115,NRCC,2020/10/11 21:59:59,2020/10/10 23:00:00,2020/10/11 21:59:59,U,Type 3 IC,Yogo,"10 miles East of Neihart, MT",WF,FI,46.90548,-110.5407,100,,{71A02566-8CF8-4343-95B2-6AA736CD62D3},,0,1,0,0,0,0,0,1,005118,1602459711540,0,100,,Judith Basin,MTGDC,30045,FS,MTHLF,,,,Principal,,,9,2,13,NR11,FS,MTHLF,US-MT,,,Timber (Grass and Understory),,181,2020-MTHLF-005118,Approved Decision,wildcad,ics209,,,,Type 3 Incident,2020/10/10 22:20:39,{30E681F4-C41B-4141-A9D6-24C9DB9BD74D},2020/10/11 23:41:51,2020/10/03 22:44:06
-118.694,34.58912,191330,,DEFAULT,,,,1601767370670,0.1,1,CAANCC,,,,,,,,Unknown,Firearms/Weapons,Ammunition,NM43,,2020/10/03 23:10:00,,,,,,,,,OSCC,,,,,,PARK,,WF,FI,34.55284,-118.3997,,2020/10/03 23:10:00,{8BDB7DA0-86CD-4AA4-A67B-2FDEFFCD9E68},1,0,0,0,0,0,1,,1,004009,1602531487400,,,,Los Angeles,CAANCC,06037,FS,CAANF,,USFS,Federal,,,,,,,SC09,FS,CAANF,US-CA,Grass-Shrub,GS2,,,,2020-CAANF-004009,No Decision,wildcad,wildcad,,,,,,{33F0AD4B-85FB-44A0-A844-533DA992C8F5},2020/10/12 19:38:07,2020/10/03 23:22:50
-122.188,44.82111,191363,,ICS209,192842.4585,,,1597609172267,193253,3.5,OREIC,,,,Minimal,Isolated Torching,Flanking,Creeping,Unknown,,,NFN5,,2020/08/16 18:17:59,Type 1 Incident,,0,100,0,0,P6,0618,NWCC,2020/10/03 23:29:59,2020/10/03 00:59:59,2020/10/03 23:29:59,U,Type 1 Team,Beachie Creek,Fire Started 2 miles south of Jawbone Flats,WF,FI,44.81683,-122.2657,3.5,,{5DCC1365-150C-4EE3-9D94-627D92C141D8},,0,0,0,0,0,0,0,1,200299,1601817731957,59,100,,Marion,OREIC,41047,FS,ORWIF,,USFS,Federal,Willamette,,,5E,30,9S,NW03,FS,ORWIF,US-OR,,,Timber (Litter and Understory),Closed Timber Litter,181,2020-ORWIF-200299,Approved Decision,wildcad,ics209,,,,Type 2 Incident,2020/09/15 00:37:02,{2C244C79-EF3B-45CD-9469-7D4F0C8EF199},2020/10/04 13:22:11,2020/08/16 20:19:32
-110.5635,46.89993,191364,,DEFAULT,,,,1601765046790,743,100,MTGDC,,,,Active,Torching,,,Unknown,,,NM40,,2020/10/03 19:21:59,Type 4 Incident,,0,100,0,0,P1,0115,NRCC,2020/10/04 00:00:00,2020/10/03 19:17:00,2020/10/04 00:00:00,I,Type 4 IC,Yogo,"10 miles East of Neihart, MT",WF,FI,46.90548,-110.5407,100,,{71A02566-8CF8-4343-95B2-6AA736CD62D3},,0,1,0,0,0,0,0,1,005118,1601817591737,0,100,,Judith Basin,MTGDC,30045,FS,MTHLF,,,,Principal,,,9,2,13,NR11,FS,MTHLF,US-MT,,,Timber (Grass and Understory),,18,2020-MTHLF-005118,No Decision,wildcad,wildcad,,,,,,{8E6977DB-1FD7-4101-A466-28E1E0D21D57},2020/10/04 13:19:51,2020/10/03 22:44:06
